Data, Hum, Temp
2015-02-03_12:52:42,39,18
2015-02-03_13:02:42,39,18
2015-02-03_13:12:43,39,18
2015-02-03_13:22:43,39,18
2015-02-03_13:32:44,39,18
2015-02-03_13:42:44,39,18
2015-02-03_13:52:45,39,18
2015-02-03_14:02:45,39,18
2015-02-03_14:12:46,39,18
2015-02-03_14:22:46,39,18
2015-02-03_14:32:47,39,18
2015-02-03_14:42:47,39,18
2015-02-03_14:52:48,39,18
2015-02-03_15:02:48,39,18
2015-02-03_15:12:49,39,18
2015-02-03_15:22:49,39,18
2015-02-03_15:32:50,39,18
2015-02-03_15:42:50,39,18
2015-02-03_15:52:51,39,18
2015-02-03_16:02:51,39,18
2015-02-03_16:12:52,39,18
2015-02-03_16:22:52,39,18
2015-02-03_16:32:53,39,18
2015-02-03_16:42:54,39,18
2015-02-03_16:52:54,39,18
2015-02-03_17:02:55,39,18
2015-02-03_17:12:55,39,18
2015-02-03_17:22:56,39,17
2015-02-03_17:32:57,39,17
2015-02-03_17:42:57,39,17
2015-02-03_17:52:58,39,18
2015-02-03_18:02:58,39,18
2015-02-03_18:12:59,39,18
2015-02-03_18:22:59,39,18
2015-02-03_18:33:00,39,18
2015-02-03_18:43:00,39,17
2015-02-03_18:53:01,39,17
2015-02-03_19:03:01,39,17
2015-02-03_19:13:02,39,17
2015-02-03_19:23:02,39,18
2015-02-03_19:33:03,39,18
2015-02-03_19:43:03,39,17
2015-02-03_19:53:04,39,18
2015-02-03_20:03:04,39,18
2015-02-03_20:13:05,39,18
2015-02-03_20:23:05,39,17
2015-02-03_20:33:06,39,18
2015-02-03_20:43:06,39,18
2015-02-03_20:53:07,39,18
2015-02-03_21:03:07,39,18
2015-02-03_21:13:08,39,18
2015-02-03_21:23:08,39,18
2015-02-03_21:33:09,39,18
2015-02-03_21:43:09,39,18
2015-02-03_21:53:10,39,18
2015-02-03_22:03:10,39,18
2015-02-03_22:13:11,40,18
2015-02-03_22:23:11,39,18
2015-02-03_22:33:12,39,18
2015-02-03_22:43:12,39,18
2015-02-03_22:53:13,39,18
2015-02-03_23:03:13,39,18
2015-02-03_23:13:14,39,18
2015-02-03_23:23:14,39,18
2015-02-03_23:33:15,39,18
2015-02-03_23:43:15,39,18
2015-02-03_23:53:16,39,18
2015-02-04_00:03:16,39,18
2015-02-04_00:13:17,39,18
2015-02-04_00:23:17,39,17
2015-02-04_00:33:18,39,17
2015-02-04_00:43:18,39,17
2015-02-04_00:53:19,39,17
2015-02-04_01:03:19,39,17
2015-02-04_01:13:20,39,17
2015-02-04_01:23:20,39,17
2015-02-04_01:33:21,39,17
2015-02-04_01:43:21,39,17
2015-02-04_01:53:22,39,17
2015-02-04_02:03:23,39,17
2015-02-04_02:13:23,39,17
2015-02-04_02:23:24,39,17
2015-02-04_02:33:24,39,17
2015-02-04_02:43:25,39,17
2015-02-04_02:53:25,39,17
2015-02-04_03:03:26,39,17
2015-02-04_03:13:26,39,17
2015-02-04_03:23:27,39,17
2015-02-04_03:33:27,39,17
2015-02-04_03:43:28,39,17
2015-02-04_03:53:28,39,17
2015-02-04_04:03:29,40,16
2015-02-04_04:13:29,40,16
2015-02-04_04:23:30,40,16
2015-02-04_04:33:30,40,16
2015-02-04_04:43:30,40,16
2015-02-04_04:53:31,40,16
2015-02-04_05:03:31,40,16
2015-02-04_05:13:32,40,16
2015-02-04_05:23:32,40,16
2015-02-04_05:33:33,40,16
2015-02-04_05:43:33,40,16
2015-02-04_05:53:34,39,17
2015-02-04_06:03:34,39,17
2015-02-04_06:13:35,39,17
2015-02-04_06:23:35,39,17
2015-02-04_06:33:36,39,17
2015-02-04_06:43:36,39,17
2015-02-04_06:53:37,39,17
2015-02-04_07:03:37,39,17
2015-02-04_07:13:38,39,17
2015-02-04_07:23:38,39,17
2015-02-04_07:33:39,39,17
2015-02-04_07:43:39,39,17
2015-02-04_07:53:40,39,17
2015-02-04_08:03:40,39,17
2015-02-04_08:13:41,39,17
2015-02-04_08:23:42,39,17
2015-02-04_08:33:42,39,17
2015-02-04_08:43:43,39,17
2015-02-04_08:53:43,39,17
2015-02-04_09:03:43,39,17
2015-02-04_09:13:44,39,17
2015-02-04_09:23:44,39,17
2015-02-04_09:33:45,39,18
2015-02-04_09:43:45,39,18
2015-02-04_09:53:46,39,18
2015-02-04_10:03:47,39,18
2015-02-04_10:13:47,39,18
2015-02-04_10:23:48,39,18
2015-02-04_10:33:48,39,18
2015-02-04_10:43:49,39,18
2015-02-04_10:53:49,39,18
2015-02-04_11:03:50,39,18
2015-02-04_11:13:50,39,18
2015-02-04_11:23:51,39,18
2015-02-04_11:33:51,39,18
2015-02-04_11:43:52,39,18
2015-02-04_11:53:52,39,18
2015-02-04_12:03:53,39,18
2015-02-04_12:13:53,39,18
2015-02-04_12:23:54,39,18
2015-02-04_12:33:54,39,18
2015-02-04_12:43:55,39,18
2015-02-04_12:53:55,39,18
2015-02-04_13:03:56,39,18
2015-02-04_13:13:56,39,18
2015-02-04_13:23:57,39,17
2015-02-04_13:33:57,39,17
2015-02-04_13:43:58,39,17
2015-02-04_13:53:58,39,17
2015-02-04_14:03:59,39,17
2015-02-04_14:13:59,39,17
2015-02-04_14:24:00,39,17
2015-02-04_14:34:00,39,18
2015-02-04_14:44:02,39,18
2015-02-04_14:54:02,39,18
2015-02-04_15:04:03,39,18
2015-02-04_15:14:03,39,18
2015-02-04_15:24:04,39,18
2015-02-04_15:34:04,39,18
2015-02-04_15:44:05,39,18
2015-02-04_15:54:05,39,18
2015-02-04_16:04:06,39,18
2015-02-04_16:14:06,39,18
2015-02-04_16:24:07,39,18
2015-02-04_16:34:07,39,18
2015-02-04_16:44:08,39,18
2015-02-04_16:54:08,39,18
2015-02-04_17:04:09,39,18
2015-02-04_17:14:09,39,18
2015-02-04_17:24:10,39,18
2015-02-04_17:34:10,39,18
2015-02-04_17:44:11,39,18
2015-02-04_17:54:11,39,18
2015-02-04_18:04:12,39,18
2015-02-04_18:14:12,39,18
2015-02-04_18:24:12,39,18
2015-02-04_18:34:13,39,18
2015-02-04_18:44:13,39,18
2015-02-04_18:54:14,39,18
2015-02-04_19:04:14,39,18
2015-02-04_19:14:15,39,18
2015-02-04_19:24:15,39,18
2015-02-04_19:34:16,39,18
2015-02-04_19:44:16,39,18
2015-02-04_19:54:17,39,18
2015-02-04_20:04:17,39,17
2015-02-04_20:14:18,39,17
2015-02-04_20:24:18,39,17
2015-02-04_20:34:19,39,17
2015-02-04_20:44:19,39,17
2015-02-04_20:54:20,39,18
2015-02-04_21:04:21,39,18
2015-02-04_21:14:21,39,18
2015-02-04_21:24:22,39,18
2015-02-04_21:34:22,39,18
2015-02-04_21:44:23,39,18
2015-02-04_21:54:23,39,18
2015-02-04_22:04:24,39,18
2015-02-04_22:14:24,39,18
2015-02-04_22:24:25,39,18
2015-02-04_22:34:25,39,18
2015-02-04_22:44:26,39,18
2015-02-04_22:54:26,39,18
2015-02-04_23:04:27,39,18
2015-02-04_23:14:27,39,17
2015-02-04_23:24:28,39,17
2015-02-04_23:34:28,39,18
2015-02-04_23:44:29,39,17
2015-02-04_23:54:29,39,18
2015-02-05_00:04:30,39,18
2015-02-05_00:14:30,39,18
2015-02-05_00:24:31,39,18
2015-02-05_00:34:31,39,18
2015-02-05_00:44:32,39,18
2015-02-05_00:54:32,39,18
2015-02-05_01:04:33,39,17
2015-02-05_01:14:33,39,17
2015-02-05_01:24:34,39,17
2015-02-05_01:34:34,39,17
2015-02-05_01:44:35,39,17
2015-02-05_01:54:35,39,17
2015-02-05_02:04:36,39,17
2015-02-05_02:14:36,39,17
2015-02-05_02:24:37,39,17
2015-02-05_02:34:37,39,17
2015-02-05_02:44:38,39,17
2015-02-05_02:54:38,39,17
2015-02-05_03:04:39,39,17
2015-02-05_03:14:39,39,17
2015-02-05_03:24:40,39,17
2015-02-05_03:34:40,39,17
2015-02-05_03:44:41,39,17
2015-02-05_03:54:41,39,17
2015-02-05_04:04:42,39,17
2015-02-05_04:14:42,39,17
2015-02-05_04:24:43,39,17
2015-02-05_04:34:43,39,17
2015-02-05_04:44:44,39,17
2015-02-05_04:54:44,39,17
2015-02-05_05:04:45,39,17
2015-02-05_05:14:45,39,17
2015-02-05_05:24:46,39,17
2015-02-05_05:34:46,39,17
2015-02-05_05:44:47,39,17
2015-02-05_05:54:47,39,17
2015-02-05_06:04:48,39,17
2015-02-05_06:14:48,39,17
2015-02-05_06:24:49,39,17
2015-02-05_06:34:49,39,17
2015-02-05_06:44:50,39,17
2015-02-05_06:54:50,39,17
2015-02-05_07:04:51,39,17
2015-02-05_07:14:51,39,17
2015-02-05_07:24:52,39,17
2015-02-05_07:34:52,39,17
2015-02-05_07:44:53,39,17
2015-02-05_07:54:53,39,17
2015-02-05_08:04:54,39,17
2015-02-05_08:14:54,39,17
2015-02-05_08:24:55,39,17
2015-02-05_08:34:55,39,17
2015-02-05_08:44:56,39,17
2015-02-05_08:54:56,39,17
2015-02-05_09:04:57,39,17
2015-02-05_09:14:57,39,17
2015-02-05_09:24:58,39,17
2015-02-05_09:34:58,39,17
2015-02-05_09:44:59,39,17
2015-02-05_09:54:59,39,18
2015-02-05_10:05:00,39,18
2015-02-05_10:15:00,39,18
2015-02-05_10:25:01,39,18
2015-02-05_10:35:01,39,18
2015-02-05_10:45:02,39,18
2015-02-05_10:55:02,39,18
2015-02-05_11:05:03,39,18
2015-02-05_11:15:03,39,18
2015-02-05_11:25:04,39,18
2015-02-05_11:35:04,39,18
2015-02-05_11:45:05,39,18
2015-02-05_11:55:06,39,18
2015-02-05_12:05:07,39,18
2015-02-05_12:15:07,39,18
2015-02-05_12:25:08,39,18
2015-02-05_12:35:08,39,18
2015-02-05_12:45:09,39,18
2015-02-05_12:55:09,39,18
2015-02-05_13:05:10,39,18
2015-02-05_13:15:10,39,18
2015-02-05_13:25:11,39,18
2015-02-05_13:35:11,39,18
2015-02-05_13:45:12,39,18
2015-02-05_13:55:12,39,18
2015-02-05_14:05:13,39,18
2015-02-05_14:15:13,39,18
2015-02-05_14:25:14,39,18
2015-02-05_14:35:15,39,18
2015-02-05_14:45:15,39,18
2015-02-05_14:55:16,39,18
2015-02-05_15:05:16,39,18
2015-02-05_15:15:17,39,18
2015-02-05_15:25:17,39,18
2015-02-05_15:35:18,39,18
2015-02-05_15:45:18,39,18
2015-02-05_15:55:19,39,18
2015-02-05_16:05:19,39,18
2015-02-05_16:15:20,39,18
2015-02-05_16:25:20,39,18
2015-02-05_16:35:21,39,18
2015-02-05_16:45:21,39,18
2015-02-05_16:55:22,39,18
2015-02-05_17:05:22,39,18
2015-02-05_17:15:23,39,18
2015-02-05_17:25:23,39,18
2015-02-05_17:35:24,39,18
2015-02-05_17:45:24,39,18
2015-02-05_17:55:25,39,18
2015-02-05_18:05:25,39,18
2015-02-05_18:15:26,39,18
2015-02-05_18:25:27,39,18
2015-02-05_18:35:27,39,18
2015-02-05_18:45:28,39,18
2015-02-05_18:55:28,39,18
2015-02-05_19:05:29,39,18
2015-02-05_19:15:29,39,18
2015-02-05_19:25:30,39,18
2015-02-05_19:35:30,39,18
2015-02-05_19:45:31,39,18
2015-02-05_19:55:31,39,18
2015-02-05_20:05:32,39,18
2015-02-05_20:15:32,39,17
2015-02-05_20:25:33,39,17
2015-02-05_20:35:33,39,17
2015-02-05_20:45:34,39,17
2015-02-05_20:55:34,39,17
2015-02-05_21:05:35,39,17
2015-02-05_21:15:35,39,17
2015-02-05_21:25:36,39,17
2015-02-05_21:35:36,39,17
2015-02-05_21:45:37,39,17
2015-02-05_21:55:37,39,17
2015-02-05_22:05:38,39,17
2015-02-05_22:15:38,39,17
2015-02-05_22:25:39,39,17
2015-02-05_22:35:39,39,17
2015-02-05_22:45:40,39,17
2015-02-05_22:55:40,39,17
2015-02-05_23:05:41,39,17
2015-02-05_23:15:42,39,17
2015-02-05_23:25:42,39,17
2015-02-05_23:35:43,39,17
2015-02-05_23:45:43,39,17
2015-02-05_23:55:44,39,17
2015-02-06_00:05:44,39,17
2015-02-06_00:15:45,39,17
2015-02-06_00:25:45,39,17
2015-02-06_00:35:46,39,17
2015-02-06_00:45:46,39,17
2015-02-06_00:55:47,39,17
2015-02-06_01:05:47,39,17
2015-02-06_01:15:48,39,17
2015-02-06_01:25:48,39,17
2015-02-06_01:35:49,39,17
2015-02-06_01:45:49,39,17
2015-02-06_01:55:50,39,17
2015-02-06_02:05:50,39,17
2015-02-06_02:15:51,39,17
2015-02-06_02:25:51,39,17
2015-02-06_02:35:52,39,17
2015-02-06_02:45:52,39,17
2015-02-06_02:55:53,39,17
2015-02-06_03:05:53,39,17
2015-02-06_03:15:54,39,17
2015-02-06_03:25:54,40,16
2015-02-06_03:35:55,40,16
2015-02-06_03:45:55,40,16
2015-02-06_03:55:56,39,17
2015-02-06_04:05:56,40,16
2015-02-06_04:15:57,40,16
2015-02-06_04:25:57,40,16
2015-02-06_04:35:58,40,16
2015-02-06_04:45:59,40,16
2015-02-06_04:55:59,40,16
2015-02-06_05:06:00,40,16
2015-02-06_05:16:00,40,16
2015-02-06_05:26:01,40,16
2015-02-06_05:36:01,40,16
2015-02-06_05:46:02,40,16
2015-02-06_05:56:02,40,16
2015-02-06_06:06:03,40,16
2015-02-06_06:16:03,39,17
2015-02-06_06:26:04,39,17
2015-02-06_06:36:04,39,17
2015-02-06_06:46:05,39,17
2015-02-06_06:56:05,39,17
2015-02-06_07:06:06,39,17
2015-02-06_07:16:06,39,17
2015-02-06_07:26:07,39,17
2015-02-06_07:36:07,39,17
2015-02-06_07:46:08,39,17
2015-02-06_07:56:09,39,17
2015-02-06_08:06:09,39,17
2015-02-06_08:16:10,39,17
2015-02-06_08:26:10,39,17
2015-02-06_08:36:11,39,17
2015-02-06_08:46:11,39,17
2015-02-06_08:56:12,39,17
2015-02-06_09:06:12,39,17
2015-02-06_09:16:14,39,17
2015-02-06_09:26:14,39,17
2015-02-06_09:36:14,39,17
2015-02-06_09:46:15,39,17
2015-02-06_09:56:15,39,17
2015-02-06_10:06:16,39,17
2015-02-06_10:16:17,39,17
2015-02-06_10:26:17,39,17
2015-02-06_10:36:18,39,17
2015-02-06_10:46:18,39,17
2015-02-06_10:56:19,39,17
2015-02-06_11:06:19,39,17
2015-02-06_11:16:20,39,17
2015-02-06_11:26:20,39,17
2015-02-06_11:36:21,39,17
2015-02-06_11:46:21,39,17
2015-02-06_11:56:22,39,17
2015-02-06_12:06:22,39,17
2015-02-06_12:16:23,39,17
2015-02-06_12:26:23,39,17
2015-02-06_12:36:24,39,17
2015-02-06_12:46:25,39,17
2015-02-06_12:56:25,39,17
2015-02-06_13:06:25,39,17
2015-02-06_13:16:26,39,17
2015-02-06_13:26:27,39,17
2015-02-06_13:36:27,39,17
2015-02-06_13:46:28,39,17
2015-02-06_13:56:28,39,17
2015-02-06_14:06:29,39,18
2015-02-06_14:16:29,39,18
2015-02-06_14:26:30,39,18
2015-02-06_14:36:30,39,18
2015-02-06_14:46:31,39,18
2015-02-06_14:56:31,39,18
2015-02-06_15:06:32,39,18
2015-02-06_15:16:32,39,18
2015-02-06_15:26:33,39,18
2015-02-06_15:36:33,39,18
2015-02-06_15:46:34,39,18
2015-02-06_15:56:34,39,18
2015-02-06_16:06:35,39,18
2015-02-06_16:16:35,39,18
2015-02-06_16:26:36,39,18
2015-02-06_16:36:36,39,18
2015-02-06_16:46:37,39,18
2015-02-06_16:56:37,39,18
2015-02-06_17:06:38,39,18
2015-02-06_17:16:38,39,18
2015-02-06_17:26:39,39,18
2015-02-06_17:36:39,39,18
2015-02-06_17:46:40,39,18
2015-02-06_17:56:40,39,18
2015-02-06_18:06:41,39,18
2015-02-06_18:16:41,39,18
2015-02-06_18:26:42,39,18
2015-02-06_18:36:42,39,18
2015-02-06_18:46:43,39,18
2015-02-06_18:56:43,39,18
2015-02-06_19:06:44,39,18
2015-02-06_19:16:44,39,18
2015-02-06_19:26:45,39,18
2015-02-06_19:36:45,39,18
2015-02-06_19:46:46,39,18
2015-02-06_19:56:46,39,18
2015-02-06_20:06:47,39,18
2015-02-06_20:16:47,39,18
2015-02-06_20:26:48,39,18
2015-02-06_20:36:48,39,18
2015-02-06_20:46:49,39,18
2015-02-06_20:56:49,39,18
2015-02-06_21:06:50,39,18
2015-02-06_21:16:50,39,18
2015-02-06_21:26:51,39,18
2015-02-06_21:36:51,39,18
2015-02-06_21:46:52,39,18
2015-02-06_21:56:52,39,18
2015-02-06_22:06:53,39,18
2015-02-06_22:16:53,39,17
2015-02-06_22:26:54,39,17
2015-02-06_22:36:54,39,17
2015-02-06_22:46:55,39,17
2015-02-06_22:56:55,39,17
2015-02-06_23:06:56,39,17
2015-02-06_23:16:57,39,17
2015-02-06_23:26:57,39,17
2015-02-06_23:36:58,39,17
2015-02-06_23:46:58,39,17
2015-02-06_23:56:59,39,17
2015-02-07_00:06:59,39,17
2015-02-07_00:16:59,39,17
2015-02-07_00:27:00,39,17
2015-02-07_00:37:01,39,17
2015-02-07_00:47:01,39,17
2015-02-07_00:57:02,39,17
2015-02-07_01:07:02,39,17
2015-02-07_01:17:03,39,17
2015-02-07_01:27:03,39,17
2015-02-07_01:37:04,39,17
2015-02-07_01:47:04,39,17
2015-02-07_01:57:05,39,17
2015-02-07_02:07:05,39,17
2015-02-07_02:17:06,39,17
2015-02-07_02:27:06,39,17
2015-02-07_02:37:07,39,17
2015-02-07_02:47:07,39,17
2015-02-07_02:57:08,39,17
2015-02-07_03:07:08,39,17
2015-02-07_03:17:09,40,16
2015-02-07_03:27:09,39,17
2015-02-07_03:37:10,39,17
2015-02-07_03:47:11,39,17
2015-02-07_03:57:11,39,17
2015-02-07_04:07:12,39,17
2015-02-07_04:17:12,40,16
2015-02-07_04:27:13,40,16
2015-02-07_04:37:13,40,16
2015-02-07_04:47:14,40,16
2015-02-07_04:57:14,40,16
2015-02-07_05:07:15,40,16
2015-02-07_05:17:15,40,16
2015-02-07_05:27:16,40,16
2015-02-07_05:37:17,40,16
2015-02-07_05:47:17,40,16
2015-02-07_05:57:17,40,16
2015-02-07_06:07:18,39,17
2015-02-07_06:17:18,39,17
2015-02-07_06:27:19,39,17
2015-02-07_06:37:20,39,17
2015-02-07_06:47:21,39,17
2015-02-07_06:57:21,39,17
2015-02-07_07:07:22,39,17
2015-02-07_07:17:22,39,17
2015-02-07_07:27:23,39,17
2015-02-07_07:37:23,39,17
2015-02-07_07:47:24,39,17
2015-02-07_07:57:24,39,17
2015-02-07_08:07:25,39,17
2015-02-07_08:17:25,39,17
2015-02-07_08:27:26,39,17
2015-02-07_08:37:27,39,17
2015-02-07_08:47:27,39,17
2015-02-07_08:57:28,39,17
2015-02-07_09:07:28,39,17
2015-02-07_09:17:29,39,17
2015-02-07_09:27:29,39,17
2015-02-07_09:37:30,39,17
2015-02-07_09:47:30,39,17
2015-02-07_09:57:31,39,17
2015-02-07_10:07:31,39,17
2015-02-07_10:17:32,39,17
2015-02-07_10:27:32,39,17
2015-02-07_10:37:33,39,17
2015-02-07_10:47:33,39,17
2015-02-07_10:57:34,39,17
2015-02-07_11:07:34,39,17
2015-02-07_11:17:35,39,17
2015-02-07_11:27:35,39,17
2015-02-07_11:37:36,39,17
2015-02-07_11:47:36,39,17
2015-02-07_11:57:37,39,17
2015-02-07_12:07:37,39,17
2015-02-07_12:17:38,39,17
2015-02-07_12:27:38,39,17
2015-02-07_12:37:39,39,17
2015-02-07_12:47:39,39,17
2015-02-07_12:57:40,39,17
2015-02-07_13:07:40,39,18
2015-02-07_13:17:41,39,18
2015-02-07_13:27:41,39,18
2015-02-07_13:37:42,39,18
2015-02-07_13:47:42,39,18
2015-02-07_13:57:43,39,18
2015-02-07_14:07:43,39,18
2015-02-07_14:17:44,39,18
2015-02-07_14:27:44,39,18
2015-02-07_14:37:45,39,18
2015-02-07_14:47:45,39,17
2015-02-07_14:57:46,39,18
2015-02-07_15:07:46,39,17
2015-02-07_15:17:47,39,17
2015-02-07_15:27:47,39,17
2015-02-07_15:37:48,39,17
2015-02-07_15:47:48,39,17
2015-02-07_15:57:49,39,17
2015-02-07_16:07:49,39,17
2015-02-07_16:17:50,39,17
2015-02-07_16:27:51,39,17
2015-02-07_16:37:51,39,17
2015-02-07_16:47:51,39,17
2015-02-07_16:57:52,39,17
2015-02-07_17:07:53,39,17
2015-02-07_17:17:53,39,17
2015-02-07_17:27:54,39,17
2015-02-07_17:37:54,39,17
2015-02-07_17:47:55,39,18
2015-02-07_17:57:55,39,17
2015-02-07_18:07:56,39,17
2015-02-07_18:17:56,39,17
2015-02-07_18:27:57,39,17
2015-02-07_18:37:57,39,17
2015-02-07_18:47:58,39,17
2015-02-07_18:57:58,39,18
2015-02-07_19:07:59,39,18
2015-02-07_19:17:59,39,17
2015-02-07_19:28:00,39,18
2015-02-07_19:38:00,39,18
2015-02-07_19:48:01,39,18
2015-02-07_19:58:01,39,18
2015-02-07_20:08:02,39,18
2015-02-07_20:18:02,39,18
2015-02-07_20:28:03,39,18
2015-02-07_20:38:03,39,18
2015-02-07_20:48:04,39,18
2015-02-07_20:58:04,39,18
2015-02-07_21:08:05,39,18
2015-02-07_21:18:05,39,18
2015-02-07_21:28:06,39,18
2015-02-07_21:38:06,39,18
2015-02-07_21:48:07,39,18
2015-02-07_21:58:07,39,18
2015-02-07_22:08:08,39,17
2015-02-07_22:18:08,39,18
2015-02-07_22:28:09,39,17
2015-02-07_22:38:09,39,17
2015-02-07_22:48:10,39,17
2015-02-07_22:58:10,39,17
2015-02-07_23:08:11,39,17
2015-02-07_23:18:11,40,17
2015-02-07_23:28:12,39,17
2015-02-07_23:38:12,39,17
2015-02-07_23:48:13,39,18
2015-02-07_23:58:13,39,18
2015-02-08_00:08:14,40,17
2015-02-08_00:18:14,39,18
2015-02-08_00:28:15,39,18
2015-02-08_00:38:16,39,17
2015-02-08_00:48:16,39,17
2015-02-08_00:58:17,39,17
2015-02-08_01:08:17,39,17
2015-02-08_01:18:18,39,17
2015-02-08_01:28:18,39,17
2015-02-08_01:38:19,39,17
2015-02-08_01:48:19,39,17
2015-02-08_01:58:20,39,17
2015-02-08_02:08:20,39,17
2015-02-08_02:18:21,39,17
2015-02-08_02:28:21,39,17
2015-02-08_02:38:22,39,17
2015-02-08_02:48:22,39,17
2015-02-08_02:58:23,39,17
2015-02-08_03:08:23,39,17
2015-02-08_03:18:24,39,17
2015-02-08_03:28:24,39,17
2015-02-08_03:38:25,39,17
2015-02-08_03:48:25,39,17
2015-02-08_03:58:26,39,17
2015-02-08_04:08:27,39,17
2015-02-08_04:18:28,39,17
2015-02-08_04:28:28,40,16
2015-02-08_04:38:29,40,16
2015-02-08_04:48:29,40,16
2015-02-08_04:58:30,40,16
2015-02-08_05:08:30,40,16
2015-02-08_05:18:31,40,16
2015-02-08_05:28:31,40,16
2015-02-08_05:38:32,40,16
2015-02-08_05:48:32,40,16
2015-02-08_05:58:33,39,17
2015-02-08_06:08:33,39,17
2015-02-08_06:18:34,39,17
2015-02-08_06:28:35,39,17
2015-02-08_06:38:35,39,17
2015-02-08_06:48:36,39,17
2015-02-08_06:58:36,39,17
2015-02-08_07:08:37,39,17
2015-02-08_07:18:37,39,17
2015-02-08_07:28:38,39,17
2015-02-08_07:38:38,39,17
2015-02-08_07:48:39,39,17
2015-02-08_07:58:39,39,17
2015-02-08_08:08:40,39,17
2015-02-08_08:18:40,39,17
2015-02-08_08:28:41,39,17
2015-02-08_08:38:41,39,17
2015-02-08_08:48:42,39,17
2015-02-08_08:58:42,39,17
2015-02-08_09:08:43,39,17
2015-02-08_09:18:43,39,17
2015-02-08_09:28:44,39,17
2015-02-08_09:38:44,39,17
2015-02-08_09:48:45,39,17
2015-02-08_09:58:45,39,17
2015-02-08_10:08:46,39,17
2015-02-08_10:18:47,39,17
2015-02-08_10:28:47,39,17
2015-02-08_10:38:48,39,17
2015-02-08_10:48:48,39,17
2015-02-08_10:58:49,39,17
2015-02-08_11:08:49,39,17
2015-02-08_11:18:50,39,17
2015-02-08_11:28:50,39,17
2015-02-08_11:38:51,39,17
2015-02-08_11:48:51,39,17
2015-02-08_11:58:52,39,17
2015-02-08_12:08:52,39,17
2015-02-08_12:18:53,39,17
2015-02-08_12:28:53,39,17
2015-02-08_12:38:54,39,17
2015-02-08_12:48:54,39,17
2015-02-08_12:58:55,39,17
2015-02-08_13:08:55,39,17
2015-02-08_13:18:56,39,17
2015-02-08_13:28:56,40,16
2015-02-08_13:38:57,39,17
2015-02-08_13:48:57,39,17
2015-02-08_13:58:58,39,17
2015-02-08_14:08:58,39,17
2015-02-08_14:18:59,39,17
2015-02-08_14:28:59,39,17
2015-02-08_14:39:00,39,17
2015-02-08_14:49:00,39,17
2015-02-08_14:59:01,39,17
2015-02-08_15:09:01,40,17
2015-02-08_15:19:02,40,17
2015-02-08_15:29:02,41,17
2015-02-08_15:39:03,41,17
2015-02-08_15:49:03,42,17
2015-02-08_15:59:04,42,17
2015-02-08_16:09:04,42,17
2015-02-08_16:19:05,43,17
2015-02-08_16:29:05,44,16
2015-02-08_16:39:06,43,16
2015-02-08_16:49:06,43,16
2015-02-08_16:59:07,44,16
2015-02-08_17:09:07,43,16
2015-02-08_17:19:08,43,16
2015-02-08_17:29:08,44,16
2015-02-08_17:39:09,43,16
2015-02-08_17:49:09,43,16
2015-02-08_17:59:10,44,16
2015-02-08_18:09:10,43,16
2015-02-08_18:19:11,43,16
2015-02-08_18:29:11,44,16
2015-02-08_18:39:12,43,16
2015-02-08_18:49:12,42,16
2015-02-08_18:59:13,43,16
2015-02-08_19:09:13,47,16
2015-02-08_19:19:14,50,16
2015-02-08_19:29:14,51,16
2015-02-08_19:39:15,52,16
2015-02-08_19:49:15,53,16
2015-02-08_19:59:16,54,16
2015-02-08_20:09:16,56,16
2015-02-08_20:19:17,56,16
2015-02-08_20:29:17,57,16
2015-02-08_20:39:18,58,16
2015-02-08_20:49:18,57,17
2015-02-08_20:59:19,56,17
2015-02-08_21:09:19,55,16
2015-02-08_21:19:20,53,16
2015-02-08_21:29:20,52,17
2015-02-08_21:39:21,50,17
2015-02-08_21:49:21,50,17
2015-02-08_21:59:22,49,17
2015-02-08_22:09:22,48,17
2015-02-08_22:19:23,48,17
2015-02-08_22:29:23,47,17
2015-02-08_22:39:24,47,17
2015-02-08_22:49:25,46,17
2015-02-08_22:59:25,48,17
2015-02-08_23:09:26,49,17
2015-02-08_23:19:26,50,17
2015-02-08_23:29:27,50,17
2015-02-08_23:39:27,50,17
2015-02-08_23:49:28,50,17
2015-02-08_23:59:28,50,17
2015-02-09_00:09:29,50,17
2015-02-09_00:19:29,50,17
2015-02-09_00:29:30,51,16
2015-02-09_00:39:30,51,16
2015-02-09_00:49:31,51,16
2015-02-09_00:59:31,51,16
2015-02-09_01:09:32,51,16
2015-02-09_01:19:33,51,16
2015-02-09_01:29:33,51,16
2015-02-09_01:39:34,50,16
2015-02-09_01:49:34,51,16
2015-02-09_01:59:35,50,16
2015-02-09_02:09:35,50,16
2015-02-09_02:19:36,50,16
2015-02-09_02:29:36,50,16
2015-02-09_02:39:37,50,16
2015-02-09_02:49:37,50,16
2015-02-09_02:59:38,50,16
2015-02-09_03:09:38,50,16
2015-02-09_03:19:39,50,16
2015-02-09_03:29:39,50,16
2015-02-09_03:39:40,50,16
2015-02-09_03:49:40,49,16
2015-02-09_03:59:41,49,16
2015-02-09_04:09:41,49,16
2015-02-09_04:19:42,49,16
2015-02-09_04:29:42,49,16
2015-02-09_04:39:43,49,16
2015-02-09_04:49:43,49,16
2015-02-09_04:59:44,48,16
2015-02-09_05:09:44,48,16
2015-02-09_05:19:45,48,16
2015-02-09_05:29:45,48,16
2015-02-09_05:39:46,48,16
2015-02-09_05:49:46,47,16
